income,expenses,month,savings
8092285.315901671,42401.23066463796,8,8049884.085237033
8525791.904333102,40726.025489723586,2,8482829.978843378
8352813.691415945,44077.626976304375,8,8308736.06443964
8715057.427493747,44385.09920555058,9,8670672.328288198
8020676.376347485,51225.627586471695,6,7969450.748761013
8176281.977345952,45182.58322430617,5,8131099.394121646
8149496.715438307,57978.13979458525,12,8098226.275643722
7704195.087658,43996.10319414088,9,7660198.984463859
8435540.486750493,52128.98168811099,12,8390119.205062382
8420966.653705804,33554.59235781864,11,8394119.761347985
8314591.271724147,52913.26819146911,9,8261678.003532678
8214966.1214890815,45580.954333041285,1,8167149.26715604
7724204.9414655585,60351.50321854078,11,7670561.138247018
8137636.002822696,18815.05039958692,3,8118820.95242311
8170025.861683239,63395.58800967691,9,8106630.273673562
7979020.873851122,50177.266201631384,11,7935551.307649491
8245431.900274524,52393.24383977365,2,8190802.756434751
8480398.950477086,42125.1973501601,12,8444981.453126926
9096408.808674594,50198.4046973176,4,9046210.403977277
8385024.606675951,35296.67256920009,4,8349727.93410675
8419509.943308484,36903.359923120996,2,8380370.683385363
8281524.5428177435,61836.33081644299,3,8219688.2120013
7514979.9755524015,43012.612880532935,3,7471967.362671869
8301446.215590008,44426.73264457017,1,8254783.582945437
8337499.078615382,52499.53775618794,6,8284999.5408591945
9336246.815490106,49151.180533271785,8,9287095.634956835
8232516.301026486,52770.98652004209,12,8186453.014506443
8437796.101526925,47982.065221656936,3,8389814.03630527
8298038.979726267,66213.18762813704,5,8231825.79209813
7826736.177367046,41966.78052685042,1,7782533.496840195
8787449.78948402,53224.24943419998,10,8740933.24004982
8624986.888424285,54114.632656133675,7,8570872.255768152
8641237.308235457,61313.08173400302,10,8586631.926501455
7934503.38505961,53098.424240809814,1,7879169.0608188
8895500.000732487,57138.24761374021,12,8845069.453118747
7729824.035173764,41203.12126250364,11,7695328.613911261
8556377.481953679,59326.758252288084,9,8497050.723701391
9222870.395702709,34465.54534299806,8,9188404.85035971
7900776.02377931,47424.65054691182,7,7853351.373232398
8077099.468839988,44679.75850776687,10,8039127.410332222
8353883.42920723,44144.372283410914,7,8309739.056923819
8103209.787166567,47658.31949279021,5,8055551.467673777
7667974.147590972,47592.09039210106,5,7620382.057198871
8340962.369846698,55199.19045757869,11,8292470.879389119
7870947.8248989,59150.388105952916,5,7811797.436792947
8509302.048875615,46538.329379020426,1,8460527.819496594
7930331.865667773,42534.36071661455,8,7887797.504951159
8956654.852196926,60048.10999830375,12,8903314.442198623
7986927.681903348,62063.84826474641,11,7931571.533638602
8178609.729831594,31502.866744540792,1,8144870.963087053
8650582.71049,50060.90726470919,4,8600521.80322529
7800890.110951475,50989.00853813175,9,7749901.102413343
8407003.648637952,42056.71105134958,9,8364946.937586603
8855744.985105952,57021.7714555338,5,8798723.213650418
7644358.513356988,43375.96285181589,4,7600982.550505172
8389204.13357493,45841.10556926808,3,8343363.028005661
8420479.344558751,43170.11483233478,3,8377309.229726416
8637409.801983563,51565.03276994961,12,8592552.469213614
7798360.463607506,34913.35413284408,5,7763447.109474662
7763653.46496309,38546.46092642967,10,7731814.70403666
8529397.075908862,56742.71548345886,1,8470418.460425403
8435899.749938598,37143.1164851802,5,8398756.633453418
8416576.66508716,35851.38338340257,6,8380725.281703757
8456457.948110225,25458.940179973815,7,8430999.00793025
8029831.881135967,45711.08171336417,12,7990828.499422602
8408996.048051257,32884.8141236807,9,8376111.233927576
8434273.74849156,59403.52678619563,3,8374870.221705363
8015564.906280202,51513.50012024478,2,7961815.5061599575
9087925.35937787,38563.45857286851,3,9049361.900805002
8509402.002237996,71570.58486867735,12,8444539.117369318
7817332.509191094,53498.51780945802,9,7763833.991381636
8585344.977447301,48520.53803845228,12,8543532.13940885
7907365.587770609,22364.315048456712,7,7885001.272722152
8639596.70038663,65207.27399222256,9,8574389.426394409
8794005.317912469,30054.3196862531,2,8761715.098226216
7971371.306595012,30002.21176671634,5,7941369.0948282955
8712867.565977752,53863.460915721414,4,8659004.10506203
8484027.371030407,64302.26962133592,2,8417489.201409072
8654133.356495438,57098.38237963067,9,8597034.974115808
9100817.358867476,49761.377606100286,9,9051055.981261376
8210476.981446104,50037.24493011765,6,8160439.736515987
7999195.688040398,59058.30739150756,11,7946845.080648891
7942763.077361423,51505.553735616915,6,7891257.523625806
7973396.237188724,47232.86361941251,8,7926163.373569312
8280420.733097669,45649.932993304,6,8234770.800104365
8454256.709574811,41922.29210131783,1,8410098.517473493
8427465.14309718,37974.842303011996,4,8389490.30079417
8656262.631669074,42207.75438253432,7,8614054.87728654
8317869.889208538,27340.971436562148,2,8288293.017771976
8916588.62981058,43838.48971379847,9,8872750.14009678
8202468.453602091,35876.436574085055,8,8166592.017028007
9443031.685576227,34847.93858254903,8,9408183.746993678
8572507.92778034,46326.90133025625,7,8526181.026450083
7956211.347782329,57167.51164815156,4,7899043.836134177
7867378.126010597,50695.15639744228,2,7814447.069613154
8512992.777382342,30672.07080143575,3,8482320.706580907
8219589.659735679,42574.861797769525,12,8183722.497937909
8609221.241556186,53131.88119689141,6,8556089.360359294
8509154.583209418,42638.72574715077,12,8473223.557462268
8282196.606986139,49416.670959686606,12,8239487.636026452
7960518.80047714,49637.44595283598,5,7910881.354524303
7682860.197480219,42765.21453348159,12,7646802.682946738
8126883.982122563,45660.43637676701,8,8081223.545745796
8668405.293012742,32787.009583649546,6,8635618.283429092
8401448.34844475,39339.608339557926,6,8362108.740105192
7794707.937853754,45342.101706197194,1,7747129.936147557
8384444.027899324,30470.90124478616,4,8353973.126654537
8472612.880910253,48657.42986642262,5,8423955.451043831
7945114.255636546,51250.06738151933,12,7900571.888255026
8376357.73582593,56366.9491563252,11,8326698.486669605
8336658.899649298,46720.59844942071,3,8289938.301199877
7837420.913013654,56918.32634951407,9,7780502.58666414
8461170.763406243,43602.057861881825,1,8415332.805544361
8545541.115438102,40877.56860239219,6,8504663.54683571
8762607.33175761,45811.77994811953,6,8716795.551809492
8750450.68641352,56284.740252489835,10,8700873.64616103
7739874.51098076,45154.98492496497,5,7694719.526055795
7922684.062087845,51788.73584945104,12,7877603.026238394
8526526.657373644,38439.6671409315,5,8488086.990232714
8526007.41241177,45496.979353791336,10,8487218.133057978
8526531.819039885,32173.65949113226,5,8494358.159548752
9913750.976159835,60365.51456036671,6,9853385.46159947
8549741.39799298,33593.3847679545,8,8516148.013225025
8784433.538738472,36285.03307299252,2,8745912.60566548
8708971.361148864,38292.852779655324,6,8670678.50836921
8583199.381458845,50485.9456576403,1,8530477.535801204
8181432.7561540725,42080.08805722742,4,8139352.668096845
8627911.29201984,62585.0060011648,10,8572033.986018676
7991261.834010687,38694.56925301254,3,7952567.264757674
8214038.669165315,47213.2121892648,9,8166825.4569760505
8110737.6005515605,37246.99009446603,3,8073490.610457094
8346494.799996403,63903.35573915408,6,8282591.444257249
9274492.031854114,31860.694779567646,1,9240395.437074546
7536387.078679882,54196.61250398644,12,7488898.166175895
8597691.724982083,50386.24691230432,6,8547305.478069779
7642183.707653782,48418.85360796722,4,7593764.854045815
8116320.120565439,43060.86129406133,8,8073259.259271378
8765059.240648547,50264.63558986413,11,8721502.305058682
8339182.273660519,45109.83228079236,9,8294072.441379727
7864530.158839255,43403.272898235446,4,7821126.885941019
8015169.111855132,60046.24926896695,10,7961830.562586165
8594922.6590848,71195.73351703241,12,8530434.625567768
8008908.610315839,46439.71647160393,10,7969176.593844235
8402431.233315406,32467.03007183656,6,8369964.2032435695
8331406.718487895,41692.540672365714,1,8287478.277815529
8041645.713246923,67789.88843224516,4,7973855.824814678
9203539.117420888,37530.25613390592,7,9166008.861286981
8575937.515988585,66085.30506116957,12,8516559.910927415
7470769.555162829,57486.785000774056,1,7411046.870162055
8389960.757603709,39766.92820146038,8,8350193.829402248
8037412.125617629,56514.45706700143,12,7987605.3685506275
8666757.155638011,65989.42803861239,10,8607475.427599398
7983075.9153741645,48034.933135704305,12,7941748.6822384605
8264778.861567271,49604.958691388514,11,8221881.602875883
8522350.479347879,39515.67857800891,6,8482834.80076987
8672294.030793127,35642.42170337528,5,8636651.60908975
7813594.846321335,45618.821347947654,10,7774683.724973387
8173439.492505707,40479.26783018508,11,8139667.924675521
8115067.662455756,45022.82890672321,9,8070044.833549033
8040927.148371247,35595.76741070393,2,8003095.480960542
9046229.917344622,46808.88768069173,5,8999421.02966393
8480785.835149238,30802.69169861324,6,8449983.143450625
7788413.249982219,47677.26044483322,7,7740735.989537386
8693950.811379332,52172.74962104558,5,8641778.061758287
9194483.561717842,26886.82590709793,9,9167596.735810744
8741582.618725628,45827.512338088745,1,8693519.206387538
7680980.440829305,55697.780401084136,7,7625282.66042822
8111207.036662888,40607.15458523333,10,8077307.582077654
8839023.792631736,59676.818398921685,7,8779346.974232815
8018342.081390286,48465.53841216616,4,7969876.54297812
8496927.69533025,38412.6559668391,9,8458515.03936341
8634421.961578676,50926.923677060535,12,8590202.737901617
7927212.098532161,56419.15257482928,11,7877500.645957331
8287725.87507992,45397.76181863604,5,8242328.113261283
6965319.77193827,49536.41809404335,4,6915783.353844226
7886706.628029426,36483.86365293538,7,7850222.76437649
8207492.791443075,46232.695465849065,4,8161260.095977226
7793858.236227268,32074.303025480618,3,7761783.933201788
8990934.173097368,43723.238597721764,9,8947210.934499647
7718065.921025455,43341.511617795506,11,7681432.10940766
8129573.2582921935,38139.714405454164,8,8091433.54388674
8366804.830175551,53537.22292181207,1,8311031.707253738
8911492.760603514,54478.24119454691,7,8857014.519408967
7715688.234381703,50165.88769814543,9,7665522.346683557
8795903.957111027,34948.79155787432,8,8760955.165553153
8316719.098590062,41888.16938930957,8,8274830.929200753
7904528.135472902,55567.460589533825,6,7848960.674883368
8504526.970914766,52693.15938882985,11,8458541.511525936
8395199.84757124,65461.15567378028,4,8329738.69189746
8063001.880799567,48235.67742840751,8,8014766.20337116
8341477.3729104325,46435.61047824025,3,8295041.762432192
8152320.691337446,41953.38599075851,9,8110367.305346687
8359646.453640563,43676.436436010816,2,8313734.1172045525
8587662.935975663,41118.47077134697,2,8544308.565204317
8971651.542981824,57758.74076083207,12,8920600.502220992
7798001.0375864385,59982.06284048404,12,7744726.674745955
9199004.370184774,37688.4246610011,7,9161315.945523772
7501132.826872719,39519.68495656065,12,7468320.841916159
8249380.577910497,35003.41362511335,10,8221084.864285383
8556984.3388059,49261.27123137502,4,8507723.067574525
8429252.767341198,41557.63042102334,10,8394402.836920176
8053657.570663749,25463.407692870172,8,8028194.162970879
8225965.543503083,48193.29160748313,9,8177772.2518956
8107563.324634012,67014.39048411191,7,8040548.9341498995
8067512.274815149,44663.70419555181,5,8022848.570619597
8665580.427250799,52217.126090385704,8,8613363.301160414
8460849.954427896,45449.849051106,4,8415400.10537679
8024476.627416102,41597.67049771969,2,7980643.056918383
8686360.668907156,59645.5524332494,11,8633422.816473907
8440186.840955155,48829.60058659437,12,8398064.940368561
8650310.43627684,47109.44990013347,6,8603200.986376707
8574154.41705547,47595.13649949467,9,8526559.280555977
7967916.357877032,36506.96621879803,1,7929173.491658234
8079641.7074759025,60298.12995731484,11,8026051.277518588
8623058.634230226,49860.92992001894,10,8579905.404310208
8566150.103941333,44666.61759155979,12,8528191.186349772
8303778.810541361,49516.329436956265,7,8254262.481104405
8361229.994231161,43390.16175805368,10,8324547.532473107
8843493.30028174,44970.040999046534,9,8798523.259282693
8066595.147186469,51344.1433416129,10,8021958.7038448565
8539852.418983249,54429.815582571304,9,8485422.603400677
8228430.022559672,55671.211115585145,10,8179466.511444086
8221992.619966732,51201.86889176693,11,8177498.451074965
8769143.261186527,52031.77467352769,3,8717111.486513
8655528.266840357,63859.160235391246,11,8598376.806604967
8650579.559496384,49706.83225588851,5,8600872.727240495
8855053.409909546,44810.58969083126,8,8810242.820218716
8321195.685972084,32985.46147235311,8,8288210.224499731
8595901.544374418,35192.049442919095,4,8560709.494931499
8183511.906744331,48695.89233413359,12,8141523.714410198
8447197.08917021,45974.46666876823,11,8407930.322501441
8258375.514271623,49753.503454619364,11,8215329.710817004
8352779.783056958,42988.75426830976,1,8307555.128788648
8559827.126930274,47219.46011786486,1,8510371.766812408
7972394.419506249,44087.48712855071,4,7928306.932377698
9182110.9043984,49069.07610172402,6,9133041.828296676
7894341.7360437345,45294.633376295795,8,7849047.102667439
7807820.921930741,27050.217217157515,6,7780770.704713583
8793803.86300998,43024.659971842586,12,8757486.903038137
8641499.461351765,43429.33853664816,9,8598070.122815117
8571864.737958614,33898.97409792627,9,8537965.763860688
8573621.034100601,47847.62258959405,2,8523537.511511007
8307375.955855015,65116.12314414909,10,8248967.532710866
7939546.177183633,53382.21849684012,1,7883928.058686793
8343972.140631518,40573.15233954859,2,8301163.08829197
8031021.814827688,58050.45827753123,5,7972971.356550157
8717748.481498206,46047.62227023281,4,8671700.859227974
8251345.525810722,41703.2379087087,4,8209642.287902013
7969370.130928347,39231.97193835525,9,7930138.158989992
8178890.555918905,48720.532111924775,11,8136877.72380698
8484089.933699833,41246.30180569467,8,8442843.631894138
8078168.941072588,46242.13452643741,6,8031926.806546151
7970732.045867374,43918.20945691757,1,7924577.936410457
8413748.083008066,42509.34238584407,2,8369002.840622222
8414279.814673891,48625.800214943454,6,8365654.014458948
8101768.6045397725,62074.36402317912,11,8046401.940516593
8116691.504992504,50974.53236573302,2,8063481.0726267705
8408911.360729374,38145.366529371444,10,8377473.694200003
7710608.407308555,21876.750937890876,5,7688731.656370664
7727491.261463161,53074.183558159566,5,7674417.077905001
8013863.841897133,32493.18367285184,6,7981370.658224281
8223752.390429921,42707.788151632594,6,8181044.602278288
8441686.428408809,34252.97714013551,6,8407433.451268673
8925658.419564089,26365.907758459332,2,8897056.611805629
8668929.32287198,56268.32605597234,10,8619368.696816007
8245991.820379452,51507.58009168275,3,8194484.240287769
8304562.420917998,39561.92158006051,6,8265000.499337938
7895791.43712233,21544.754155972783,8,7874246.682966357
8304771.509325494,46540.30815260909,12,8264938.901172885
8192492.743918504,54929.83830271821,11,8144270.605615785
8446595.353018966,38198.9064935117,12,8415104.146525454
7968649.54537867,44121.997778536854,1,7922291.647600133
8528318.512092413,42345.1748329364,1,8483737.437259477
8949508.005060544,56606.65145583229,11,8899609.053604713
8267262.748189871,43551.57898294882,2,8221475.2692069225
8479426.751587445,42722.960620331716,11,8443411.490967114
8599305.923310146,62127.35688228654,12,8543886.26642786
8145709.423447251,50007.874910675986,12,8102409.248536576
8405604.056795236,44473.79912043898,6,8361130.2576747965
8317699.695167853,36371.22468123296,9,8281328.4704866195
8353062.462409991,40753.460858243605,4,8312309.001551747
7991185.1227017045,36804.678446829006,3,7954380.444254875
8322652.999509077,49878.939618468874,12,8279481.759890608
8519445.693201795,60026.83596300107,8,8459418.857238794
8915595.09504568,39155.964938079116,11,8883146.830107601
8711161.30633126,36994.65228194957,10,8680874.35404931
9207378.798493063,57875.55894097184,9,9149503.239552092
7993538.473665511,49553.59276102457,12,7950692.580904487
8675022.78169195,45441.78105452117,11,8636288.700637428
8388667.209453592,54018.49156219555,5,8334648.717891397
9222599.12145361,39301.616858809386,9,9183297.5045948
7976518.3992563505,58813.20047407838,2,7915469.298782272
7963458.036870747,50781.097822909884,3,7912676.939047837
8063344.450704825,40354.31553010809,7,8022990.135174717
7429725.450206468,64012.10173616136,7,7365713.348470307
8093949.96289747,39300.72801462734,6,8054649.234882843
7996952.778067268,51355.00416910244,6,7945597.773898166
8374973.161834736,45158.8531221235,2,8327578.408712612
8454507.746447222,63067.95339586709,10,8398147.493051356
9092246.315558676,58683.53153904628,6,9033562.784019629
8707484.292025553,45004.23230758459,4,8662480.059717968
8072691.398851529,44687.43193477187,12,8034711.666916757
7939063.92952578,48831.80685759028,3,7890232.122668189
8516919.0693948,45364.48481908506,11,8478262.284575716
7763746.317728497,60489.03018697911,2,7701021.387541518
9073662.936078314,43703.21738707157,1,9027723.818691242
8802668.79512658,48158.41017368502,11,8761218.084952895
8117465.66719259,53077.40678353339,11,8071095.960409057
7600447.3736753035,32669.841316962207,5,7567777.532358341
8875166.903929465,33792.37268517614,2,8839138.631244289
8264860.571534618,53218.12182709176,2,8209406.549707526
8826931.30037624,38843.00032659143,7,8788088.30004965
7649784.714840611,35354.84693528581,8,7614429.867905325
8063351.775022377,56225.30755750303,10,8013834.167464875
8314645.403781081,55322.46367764398,8,8259322.940103437
8331992.229416462,51148.03082926409,4,8280844.198587198
8125408.303527741,51390.3520827729,1,8071782.051444968
8571336.944287045,44657.227445870165,11,8533387.416841175
7868738.0739925895,32001.894120927645,7,7836736.179871662
8253289.76858315,55909.42764962909,1,8195144.440933521
8362463.667427684,48539.780593331474,11,8320631.586834352
8526278.76585965,42474.649834032636,4,8483804.116025617
8608229.723960401,56596.83712704123,8,8551632.88683336
7845038.542471441,47456.79871207574,2,7795345.843759365
7674852.405782097,48795.27787838907,6,7626057.127903708
8843498.25705097,64080.91497185733,6,8779417.342079114
8450583.446295198,45670.33035477215,12,8411620.815940427
8001377.555670794,53016.23096950735,9,7948361.324701287
8957160.90286819,45227.902583829564,5,8911933.00028436
8360543.073231091,53827.88190524142,10,8313422.891325849
8802609.387321316,58388.01021846312,4,8744221.377102852
8340528.254054658,49259.87986995188,5,8291268.374184706
9168960.853007603,56240.0048125883,12,9119428.548195016
9042026.553561024,61017.776621963945,12,8987716.47693906
8208990.699027438,48161.70876806025,10,8167536.6902593775
8716273.524819788,43920.14441918686,11,8679061.080400601
8580699.281907212,35373.64449235349,5,8545325.637414858
8881301.164425734,27131.69320725679,8,8854169.471218478
7911421.327066277,69815.59408733426,10,7848313.432978943
8597604.97177437,41559.045660331554,12,8562753.626114039
8752371.878025232,42739.19609209829,8,8709632.681933133
7581492.89081252,40006.39257111345,2,7539250.5982414065
7820676.192212759,47467.32254252547,7,7773208.869670233
7464913.59281316,52013.627334066456,8,7412899.965479094
8200494.242425599,59121.43069049421,11,8148080.511735105
8610693.280243361,39503.18862041484,6,8571190.091622947
8936880.595770422,43223.33024057985,5,8893657.265529843
8343261.517150843,53952.98204518716,11,8296016.235105655
8989356.56748164,42493.806043864824,9,8946862.761437776
7738863.677601915,59093.45589369241,3,7679770.221708222
7604500.569393161,55816.78357747186,12,7555391.485815689
8289379.082077181,57998.152967315145,10,8238088.629109866
8472092.549304137,50646.54491445387,4,8421446.004389683
8298877.300904464,55213.080791805754,9,8243664.220112658
7453188.891822496,46336.98441242248,6,7406851.907410074
8275425.635081564,33119.65379026209,8,8242305.981291302
7770298.081450821,48292.649165294926,7,7722005.432285526
8590797.514664153,45600.22448468339,11,8551904.99017947
8464832.772816984,37754.363845102875,2,8424842.508971881
7921830.06160333,49962.20523813805,3,7871867.856365192
8098890.936055697,53556.80847767386,1,8043098.2275780225
7872232.180627892,44908.24447369664,9,7827323.936154195
8286415.106750303,47480.07893148009,7,8238935.027818823
8709445.403216382,57706.02957883971,1,8649503.473637544
7902775.287726068,46871.20013607396,3,7855904.087589994
8521959.476133028,67986.41309998378,4,8453973.063033044
8092078.578801906,49775.69206667028,4,8042302.886735235
7982929.576974778,28970.44218721403,5,7953959.134787564
8267981.688595499,51455.586122510496,3,8216526.102472988
7882195.169656396,48126.92813103761,3,7834068.2415253585
8082356.448668896,54017.132731414444,1,8026103.415937481
7814600.037285177,50738.664733218,7,7763861.372551959
9129051.543335648,50187.40506164272,11,9085571.838274006
8327122.353840211,40476.06629392243,10,8293353.987546289
8021643.775273945,40612.6795961367,1,7978795.1956778085
8401401.036633063,34875.385265733705,2,8364289.75136733
8265779.845304933,39526.03047432648,4,8226253.814830607
8220625.885842323,49982.00981777616,4,8170643.876024547
8567727.99062216,59652.95792511724,5,8508075.032697042
8627303.854225304,54955.48429412481,11,8579056.06993118
8091977.362376326,31786.600246382128,2,8057954.862129943
8073142.522623064,48694.34842349365,4,8024448.17419957
8198148.105959233,53184.29336396405,1,8142727.912595269
7355733.929172752,37028.44561692917,2,7316469.583555823
7682717.290598532,41283.504068144095,1,7639197.886530388
8880570.793720376,51557.065338380045,10,8835721.428381996
8996152.909478858,44405.883447117674,10,8958454.726031741
8208960.819420648,50515.96088812594,4,8158444.858532522
8552096.507623216,43636.28813811144,4,8508460.219485104
8441828.816356894,48470.13036532689,7,8393358.685991567
9592120.601916835,43488.32495860913,10,9555339.976958226
8777787.419287646,47513.247945227544,11,8736981.871342419
8259300.468500712,57886.38991186845,11,8208121.7785888435
7915321.128794197,41383.52942095207,9,7873937.599373245
7644789.47910169,60163.27389989108,9,7584626.205201799
8397030.227769133,41143.81381033724,5,8355886.413958795
7998109.007287478,53435.19031323456,10,7951381.516974243
7721344.219779773,50822.819363940165,1,7668285.500415833
8043735.244160603,29796.804230940135,1,8011702.539929663
7862949.449629373,28970.03030916873,6,7833979.419320204
9013681.373936255,28837.240185010898,2,8982608.233751243
8678896.02519453,56010.04718741134,8,8622885.978007117
8309152.384506271,39782.40148639631,9,8269369.983019875
8927565.266821131,67597.51113130258,4,8859967.755689828
8344622.071339918,39671.59517664778,5,8304950.476163271
7954496.218006083,53076.25303527302,11,7908127.66497081
8945511.855304271,58510.01457178605,8,8887001.840732485
8536449.570759362,62659.69235453993,3,8473789.878404822
7881362.330426529,63155.26338800529,5,7818207.067038524
8233356.810497253,55525.14421993283,3,8177831.66627732
7948538.651987991,60584.50560584739,12,7894661.846382144
7737742.21257749,56725.024022875696,10,7687724.888554614
8697406.968691008,51679.35012080394,3,8645727.618570205
9106064.04518711,39788.415427444124,3,9066275.629759666
7731188.729696295,44108.056466224254,12,7693788.373230071
8546449.131951816,44687.82020269941,7,8501761.311749117
8042043.788301108,43195.93680998605,7,7998847.8514911225
8110005.340485951,40664.50961803658,7,8069340.8308679145
8066253.282307891,57653.91077507388,10,8015307.071532818
7953371.305136135,53261.86766337122,8,7900109.4374727635
8332632.719127801,45508.675828239764,5,8287124.043299561
7967103.77048186,57932.43803292584,5,7909171.332448934
8424874.158438142,34507.189238835585,4,8390366.969199307
8291585.871164989,42985.987259985915,7,8248599.883905003
8213153.624232828,45014.72789345675,10,8174846.596339371
7935261.395822186,28024.44311154538,4,7907236.952710641
8072746.396243799,41742.63701809724,2,8028767.859225702
8626424.194068747,43629.138984023266,4,8582795.055084724
8520658.854547163,58253.689123660326,8,8462405.165423503
7906171.263224518,50359.72738198411,9,7855811.535842534
8353750.820579103,35558.08271792933,3,8318192.737861174
8624759.99579329,61300.26227626645,7,8563459.733517025
7618622.268022908,62346.136959300544,12,7562983.831063608
8538299.156245584,49924.04902074191,9,8488375.107224843
8037064.126648523,49400.11681352664,11,7994371.709834997
8549620.101616295,36137.159242439884,4,8513482.942373855
7995237.710602582,48096.831477530926,10,7953848.579125051
7562314.945210881,54455.33215518636,3,7507859.613055694
7636021.441076955,61572.98608575677,5,7574448.454991198
8332451.224211727,56284.25281945515,1,8273931.071392272
8420412.723249737,40345.92631131228,3,8380066.796938425
7936610.940029243,34704.5895236364,8,7901906.350505606
8577879.905072166,52685.73023787504,11,8531901.87483429
7621899.548703569,28901.78569015208,8,7592997.763013417
8285001.696022866,47608.28276858301,4,8237393.413254283
7809139.450701268,41162.00150917922,2,7765741.54919209
8041547.725816111,40549.95594189119,8,8000997.76987422
8332165.992188144,30455.613647592687,8,8301710.378540551
